content,score,at,userName,thumbsUpCount,reviewCreatedVersion,app_id,app_name,sentiment
Sangat senang,1,2026-05-24T02:07:12.000000,Yati,2,4.92.1,com.gojek.app,Gojek,Negatif
Sangat bagys,5,2026-06-22T05:45:47.000000,rendi nasjlurlaini,0,2.129.0,id.dana,DANA,Positif
moda transportasi yang nyaman dan terbaikku,5,2026-05-29T00:05:12.000000,Wari Yanti,0,5.61.1,com.gojek.app,Gojek,Positif
saya ingin keluar dari dana premium,1,2026-06-22T01:45:52.000000,Arjuna jemting,0,2.129.0,id.dana,DANA,Negatif
"KENAPA EMAIL SAYA BISA ADA DI DARK WEB, DARI DATA DIDAPATKAN BAHWA APK TOKOPEDIA TELAH MEMBERIKAN DATA PENGGUNAANNYA..... DASAR APLIKASI TIDAK MENJAGA PRIVASI PENGGUNA NYAA....... ?!?!?!?!?!?!?!?!?",1,2026-05-08T16:53:23.000000,Moba Gaming08,1,3.159,com.tokopedia.tkpd,Tokopedia,Negatif
mantap..dan tidak mengecewakan,5,2026-04-24T04:02:25.000000,Arham Karim,0,3.361.0,com.tokopedia.tkpd,Tokopedia,Positif
sangat bagus saya sukaaa,5,2026-06-12T10:25:13.000000,Agung Rahmat Saepul Rohman,0,,com.tokopedia.tkpd,Tokopedia,Positif
harga ok g mahal,5,2026-05-08T06:40:33.000000,Yayang Bahtiar,0,5.58.1,com.gojek.app,Gojek,Positif
TOP,5,2026-06-23T18:02:06.000000,Surya Nsyah,0,2.74.0,id.dana,DANA,Positif
"banyak toko yang tidak aktif, di chat sekarang 2 hari baru balas",3,2026-06-11T12:31:30.000000,Nera,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Netral
Sangat bermanfaat,5,2026-06-26T06:43:24.000000,Andrie SLank,0,5.64.2,com.gojek.app,Gojek,Positif
"aplikasi gojek susah di buka, meskipun sudah update, pemesanan untuk gocar banyak driver yg malas, driver trima order tapi dilihat di map tidak jalan2, diam di 1 tempat, ujung2nya minta di cancel, Parah",1,2026-06-26T04:55:20.000000,Agus Badud,0,5.64.2,com.gojek.app,Gojek,Negatif
"daftar, suruh tunggu 60 menit?,apalah",1,2026-05-29T06:04:37.000000,Falih Gamiel,1,,com.gojek.app,Gojek,Negatif
berhasil,5,2026-06-24T08:19:24.000000,Anisa111,0,2.129.0,id.dana,DANA,Positif
lama kali bujang aku mesan makan driver tidak ada yg ngambil lokasi bontang,1,2026-05-10T13:57:47.000000,Satrio Anggoro,1,,com.gojek.app,Gojek,Negatif
aplikasi dongo,1,2026-05-25T12:17:42.000000,GUGAT CHANNEL,1,5.18.2,com.gojek.app,Gojek,Negatif
aplikasi mudah terpercaya,5,2026-06-24T13:01:27.000000,Ozaz Channel,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Positif
Barang di Tokopedia tidak sesuai yang ada di foto dan juga harga di Tokopedia sangat mahal tidak seperti shoope yang murah dan jujur,5,2026-06-20T03:31:48.000000,Kevin Bastian,2,,com.tokopedia.tkpd,Tokopedia,Positif
Gud job,5,2026-05-26T11:27:52.000000,agus Jarianto,0,3.365.0,com.tokopedia.tkpd,Tokopedia,Positif
"parah di perjalanan suruh di edit ulang sama supirnya, dan ternyata jadi lebih mahal, mana supirnya bilangnya yang mbayarin bosnya ini, kalau caramu begini ngajak berantem supir sama penumpang ini aplikasi",1,2026-05-08T05:22:57.000000,suparno,0,,com.gojek.app,Gojek,Negatif
"selalu ada kendala heran aku,mending gak usah download lagi",1,2026-06-26T12:23:34.000000,Ifan febrianto Ifan,0,,id.dana,DANA,Negatif
lalai,1,2026-06-25T10:44:22.000000,Nathaniel Booker,0,2.129.0,id.dana,DANA,Negatif
fitur Dana cicil saya tidak kunjung muncul. padahal saya sudah menggunakan dana kurang lebih 1 tahun,2,2026-06-25T17:31:01.000000,Jarot Ruwet,0,2.113.1,id.dana,DANA,Negatif
sejak asa aplikasi dana semua tertolong,5,2026-06-21T10:54:51.000000,Bunda Wiwin,0,2.129.0,id.dana,DANA,Positif
kurang sip,3,2026-06-24T09:40:07.000000,pan geming,0,2.129.0,id.dana,DANA,Netral
dana saya kok gk bisa login kak,5,2026-06-27T13:56:57.000000,Fatan Fatan,0,2.131.1,id.dana,DANA,Positif
aplikasi tidak aman ko bisa dana saya kebobolan orang yang tidak dikenal mengirim kode verifikasi ke wa saya tidak saya ok kan karena bukan saya.langsung buka dana pas dilihat dana sudah hilang .uang 1.700.000 bukan dikit bagi orang miskin seperti kami ini,1,2026-06-23T02:32:27.000000,Aku Siapa,0,2.129.0,id.dana,DANA,Negatif
memudahkan dlm perjalanan..,4,2026-05-25T03:48:58.000000,Joko Santoso,0,5.58.1,com.gojek.app,Gojek,Positif
sangat pu as.,5,2026-05-07T07:49:14.000000,Vitri Natasyarizky,0,3.362.0,com.tokopedia.tkpd,Tokopedia,Positif
ongkir nya sekarang mahal,4,2026-06-17T08:56:47.000000,Erli Yani,0,5.64.1,com.gojek.app,Gojek,Positif
uang top up gopay gak masuk cs gak ada tindakan,1,2026-05-24T01:23:01.000000,Reffaldi,1,,com.gojek.app,Gojek,Negatif
TOKOPEDIA CUMA OMON OMON,2,2026-05-29T01:32:30.000000,Justin Tembelex,0,,com.tokopedia.tkpd,Tokopedia,Negatif
"stelah gabung dg tiktok lebih ribet, dan ngga jelas.. pemotongan saldo terhadat seller terlalu besar.. tokopedia kacau, bobrok, bangkrut.. mending shopee",1,2026-04-05T10:05:15.000000,dimas maulana,0,3.358.0,com.tokopedia.tkpd,Tokopedia,Negatif
"saya bingung kenapa transaksi saya gagal tapi saldo sudah terpotong ,saya pikir dari Bank pembayarannyanyang bermasalah ternyata dari aplikasi Tokpednya yang masalah , mau minta tolong ke siapa ga ada call centernya , minta solusinya dong kak biar saldo saya bisa kembali",1,2026-06-16T00:29:18.000000,Ahmad Aditiya,0,,com.tokopedia.tkpd,Tokopedia,Negatif
"Tolong untuk TOKOPEDIA tambahkan fitur untuk pembatalan order PO, karena saya merasa sangat tertipu, saya pesan barang & saat cekout barang toko tidak mencantumkan deskripsi bahwa barang itu barang PO bukan barang readystock, setelah saya bayar saya masih belum tau bahwa itu PO, saat barang pesanan saya yg lain sudah sampai, saya baru tahu klo ini barang PO. saya komplain ke toko tp dibalas hanya oleh BOT, saya ajukan komplain juga masih tidak di Terima.",3,2026-05-07T05:20:40.000000,son goku,9,3.363.0,com.tokopedia.tkpd,Tokopedia,Netral
penipu promonya ga bisa dipakai,1,2026-04-11T07:07:06.000000,Zahrina Koto,0,3.359.0,com.tokopedia.tkpd,Tokopedia,Negatif
sangat tidak sulit,5,2026-06-28T02:36:56.000000,Fahrul Razi,0,2.131.1,id.dana,DANA,Positif
ok bermanfaat GOJEK OKE,5,2026-05-15T04:39:48.000000,jisung park,0,5.59.1,com.gojek.app,Gojek,Positif
mantab sukses selalu,5,2026-06-10T13:25:32.000000,khoirudin hadi m,1,,com.tokopedia.tkpd,Tokopedia,Positif
sangat baik menuaskan,1,2026-06-22T15:51:33.000000,Sugeng Afandi,0,2.129.0,id.dana,DANA,Negatif
"aplikasi ini sangat membantu ,transaksi sangat cepat dan aman",5,2026-06-21T03:50:41.000000,Andi Irwan Akbar,0,2.129.0,id.dana,DANA,Positif
Bagus bangat,3,2026-06-22T14:31:38.000000,Gulmat Gulmathrp,0,,id.dana,DANA,Netral
semoga dapat paylater nya,5,2026-05-12T20:07:36.000000,Muhamad abdul rianto,0,3.363.0,com.tokopedia.tkpd,Tokopedia,Positif
"setiap ada promo pasti di cheout , promo tidak berlakuu anjg",1,2026-05-24T03:32:51.000000,Achmad Ridho,0,,com.tokopedia.tkpd,Tokopedia,Negatif
"aplikasi busuk,terlalu ribet sekarang pembelian di ecommerce ini",2,2026-05-11T09:47:14.000000,I am,0,3.363.0,com.tokopedia.tkpd,Tokopedia,Negatif
aman nyampe rumah,5,2026-06-02T07:58:11.000000,A.p_s 96,0,5.61.1,com.gojek.app,Gojek,Positif
drivernya gamau ambil orderan yang hemat,1,2026-05-24T13:34:30.000000,Fazar Nasrullah,1,5.60.1,com.gojek.app,Gojek,Negatif
A multi app for everyone needs,5,2026-05-12T07:49:33.000000,Chalid Hasilkan yang baik dn benar,0,,com.gojek.app,Gojek,Positif
kerja 💼,5,2026-06-26T13:49:27.000000,Suriyati,0,2.128.0,id.dana,DANA,Positif
mudah digunakan dan lengkap banget,5,2026-06-05T11:01:24.000000,Fei Bae,0,5.61.1,com.gojek.app,Gojek,Positif
"Kok suka error yaa aplikasi gojeknya...padahal lg buru2 bgt...mambentu sih selama aku pake gojek, terimakasih gojek",5,2026-05-23T09:54:47.000000,Riri Roza Johan,0,5.61.1,com.gojek.app,Gojek,Positif
"Saat konsultasi dengan dokter terkait obat resep, jika sudah keluar dari aplikasi harus konsultasi lagi, buang-buang waktu sekali, Tolong dong diperbaiki.",3,2026-04-13T07:35:35.000000,DEANDRA NATION,0,3.359.0,com.tokopedia.tkpd,Tokopedia,Netral
tokopedia harusnya ada info kapan terakhir toko aktif kyk shope.. krn barang gak di kirim2 jadi gak jelas sebenernya seller udah liat(diproses) atau belom.,1,2026-06-02T08:18:27.000000,Soraya Hasan,2,3.362.0,com.tokopedia.tkpd,Tokopedia,Negatif
"verifikasi lama banget, ngga jadi"" lagi, mending apl sebelah",2,2026-04-30T08:23:55.000000,QDA AmmR,0,3.362.0,com.tokopedia.tkpd,Tokopedia,Negatif
aplikasi lemot parah,1,2026-06-03T01:41:09.000000,Muhammad Surya Yoga Muttaqin,1,5.52.1,com.gojek.app,Gojek,Negatif
cara daptar dana cicil,5,2026-06-26T11:58:57.000000,Parisa Suntriani,0,2.131.1,id.dana,DANA,Positif
lumyan lah bis nymimpen duit recehan mh,4,2026-06-26T09:06:15.000000,Reza Saputra,0,2.131.1,id.dana,DANA,Positif
mohon maaf kan aku top up ku liat cuma 19 saat di top up ko total nya 21 ribu lu mau naik haji ya pantes uang gua jadi dikit bisa turunin gak si!,1,2026-06-25T10:33:29.000000,Salwaa Faadiyah,0,2.129.0,id.dana,DANA,Negatif
mudah dan simple .,5,2026-06-25T09:48:41.000000,Adi Sunoto,0,2.123.2,id.dana,DANA,Positif
"3 kali pesen makan ga pernah dapet driver, nunggunya lama",1,2026-06-05T14:47:47.000000,yusuf M,0,5.61.1,com.gojek.app,Gojek,Negatif
aku tidak bisa Menganti nomor hp diakun tokopedia.gara gara bug ini aku nggak bisa mengaktifkan Gopay ku.aku ingin refund uangtapi tidak bisa.setiap kali mau tukar nomor HP pasti selalu dibawa ke beranda.,1,2026-05-10T04:51:30.000000,Edryan Van Ardiansah,2,3.363.0,com.tokopedia.tkpd,Tokopedia,Negatif
plis aktifkan dana cicilku.,5,2026-06-27T18:05:01.000000,diandra saputri,0,2.119.0,id.dana,DANA,Positif
dana cicil nya tidak muncul muncul,1,2026-06-23T08:42:24.000000,Ferdi Kristi,0,2.129.0,id.dana,DANA,Negatif
Saya sangat puas dengan apk ini,5,2026-06-22T17:34:34.000000,afrianus jehemat,0,2.129.0,id.dana,DANA,Positif
"mudah,cepat,",5,2026-06-22T08:27:36.000000,Tresna Sri wahyuni,0,2.129.0,id.dana,DANA,Positif
apknya ko sekarang lemot ya padahal jaringan bagus,5,2026-05-26T03:55:02.000000,Ifanzpg,0,3.365.0,com.tokopedia.tkpd,Tokopedia,Positif
aman dan jaman,5,2026-06-10T05:25:16.000000,Dali keyzia,0,,com.gojek.app,Gojek,Positif
mantap semoga,4,2026-06-21T08:10:36.000000,Brian Septiadi,0,2.129.0,id.dana,DANA,Positif
pengembalian uang di toko Pedia sangat lama. saya kecewa dengan pelayanannya,5,2026-06-27T20:46:19.000000,Gumelar Nugraha,0,3.370.0,com.tokopedia.tkpd,Tokopedia,Positif
semenjak gabung sama tiktok kok jadi aneh ya setiap saya mengetik kata kunci di pencarian malah ngga sesuai produk yang muncul bahkan kadang sama sekali tidak muncul produknya,1,2026-05-14T05:38:36.000000,Agnes me Chan,2,3.364.0,com.tokopedia.tkpd,Tokopedia,Negatif
jangan kasih diskon kalau ga mampu! mau dibeli kok malah harga jadi normal.,1,2026-04-23T14:32:24.000000,Wina Widiyanti,1,3.361.0,com.tokopedia.tkpd,Tokopedia,Negatif
"aku si suka iy pake gosend gojek tp jujur kecewa sama go car ny... kenapa coba mentang"" pake hemat ngga ada yg terima.. mohon bangt dong perbaiki lagi biar kaya dulu, skrng bnyak pilihan tp ngga bisa di gunakan sama aja boong lah. . masa driver ny sampai chat jangn pake hemat.. sumpah kesel bngt kita sama"" pekerja tp kok gitu bngt",3,2026-05-17T06:19:35.000000,Diva Yudiaryanti,1,,com.gojek.app,Gojek,Netral
driver Napa suka batalin sihhh Gedeg banget jadi telat kannnnnnnnnnnnn,3,2026-05-15T07:19:03.000000,Hafizel,0,5.59.1,com.gojek.app,Gojek,Netral
Tepat waktu,5,2026-05-07T10:43:08.000000,teguh iswahyudi,0,,com.gojek.app,Gojek,Positif
"Tokopedia marketplace pemberi harapan palsu yang selalu membohongi masalah promo, saya Masukan ke troli 2 produk promo pas di CO malah berubah harga mahal.. auto uninstall lagi setelah 2 th kemarin (hari ini baru coba lagi)",1,2026-04-22T03:29:34.000000,koche_ sp,3,3.360.0,com.tokopedia.tkpd,Tokopedia,Negatif
"segalanya jadi mudah,best dana",5,2026-06-26T06:08:40.000000,Faiz Khan,0,2.129.0,id.dana,DANA,Positif
dana bnr2 parah skrg... g ngapa2in tiba2 uang 100rb ilang gto aj.... ko tambh kebelakang ko kyk gni sh..,1,2026-06-22T10:55:53.000000,Lilis Syarofah,0,2.129.0,id.dana,DANA,Negatif
AWAL DAFTAR AKUN LO DAPET DISKON GEDE EH PAS UDAH MAU CHECKOUT MALAH GABISA WKWKW KALO GA NIAT NGASIH JANGAN NGASIH VOCER GITU TAU TAU PAS CHEKOUT NYA EROR GABISA DI BELI KWKWKW UJUNG UJUNG NYA HARGA NYA KEMBALI LAGI KE NORMAL HDEHH smph,1,2026-06-09T23:30:46.000000,muhamad alpip gatan,1,3.362.0,com.tokopedia.tkpd,Tokopedia,Negatif
"BANYAK DISKON,LOPYUUU TOKPEDD💗😘",5,2026-06-27T05:40:25.000000,lylia lyla,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Positif
"nih ya tokped,jarang banget aku beli di tokped,selalu belanja di toko oranye,yang pertama beli parfum,trus parfumnya pecah okelah dapet refund trus ini beli spray cat,urgent beli instan tapi sampe 3 hari ga sampe sampe kyknya drivernya ga mau anter karena kejauhan,kalian itu kasih limit jarak yang jelas lah sama expedisi gini kan jadi ada kerugian materil di aku nya,mana gaada kompensasi apapun,ini lagi proses refund gak tau lama atau cepet,dah lah uninstal aja ni toko ijo,ga jelas",1,2026-06-24T02:09:32.000000,Doni Nursakti,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Negatif
"Kecewa sekali, 3 Juni 2026, Saldo saya gopay saya hilang karena keterangan beli pulsa melalui aplikasi Tokopedia di akun saya. Dan akun dari tokped itu ambil sejumlah uang 2 kali. 500.000 dan 30.000, saya komplain ke aplikasi langsung ke tokped tapi tidak ada bertanggung jawaban yang bijaksana, akun saya malah di nonaktifkan. saya juga komplain ke gopay, saya akan review ulang dan dijaga keamanan. Dan kesalahan ini benar2 bukan di pihak saya, harus apa lagi kira2?",1,2026-06-18T11:18:45.000000,Ticka,0,,com.tokopedia.tkpd,Tokopedia,Negatif
lemot berat aplikasi nya gak kaya shop yang lain ... lancar,1,2026-05-25T05:19:14.000000,Andri Nurdiansyah,0,3.365.0,com.tokopedia.tkpd,Tokopedia,Negatif
"Diskonnya gede sih tapi dipakai ga bisa malah hilang. Siapa yang mau beli pakai ongkir, mending ke aplikasi lain deh",1,2026-05-15T03:53:16.000000,Siti Rogayah,2,3.364.0,com.tokopedia.tkpd,Tokopedia,Negatif
"mls bgt kl mw co metode pmbyrnnya lgsg ngarah ke bank, jd klo g sengaja kpnct co ssh di batalin, ditmbh lagi voucer diskon pngguna baru ny ilg, gliran maw co lg di hp stunya (udh dapet hrga murah) mlh sm seller nya ga dikirim, hangus smua voucer pengguna bru ku",1,2026-04-19T05:40:40.000000,paryati puji,0,3.360.0,com.tokopedia.tkpd,Tokopedia,Negatif
"simple,sangat membantu aktifitas",5,2026-05-12T07:28:46.000000,Dzikri Abdillah,0,4.89.1,com.gojek.app,Gojek,Positif
bagus deh pokoknya,5,2026-06-19T10:52:19.000000,Raka Destara,0,5.63.1,com.gojek.app,Gojek,Positif
aku jugaa sekali banyk promo menarik tolong lebih ditingkatkan lagi yh,5,2026-06-25T08:25:49.000000,Rohmi Alvianti,0,3.370.0,com.tokopedia.tkpd,Tokopedia,Positif
tiap hari langganan Go-Jek ke mana-mana tapi nyari driver nyah setengah mati Go-Jek kekurangan driver apa gii mana ?,2,2026-05-30T22:05:10.000000,Ragil Waluyo,1,5.61.1,com.gojek.app,Gojek,Negatif
"aplikasi oke,lancar tidak ada kendala.. sukses terus yaa..go,invest ,go pinjam ,gojek..",5,2026-05-20T03:07:33.000000,Tiara Maniezz,0,5.60.1,com.gojek.app,Gojek,Positif
"Sukaaa top bangett antii ribet, diantara apk uang digital yang lain hanya dana yang paling mudah. Pengiriman juga sat set tapi kekurangan saya saat menggunakan dana ini selalu lupa pin masuk dana [ TwT ]",5,2026-06-26T22:52:21.000000,Vyara chans 132,0,,id.dana,DANA,Positif
sukaaa bgtt banyak promonya dpt promo 30k berturut-turut 🫰🫰🫰🫰🫰cepet juga pengirimannya luvvv ❤❤❤,5,2026-05-31T02:27:25.000000,fira cantik,0,,com.tokopedia.tkpd,Tokopedia,Positif
ok banget transferan nya,3,2026-06-25T10:52:03.000000,Muhajir Daeng,0,2.129.0,id.dana,DANA,Netral
"aman ,nyaman ,lengkap atribut ,pelayanan ok banget",5,2026-05-09T00:04:32.000000,roy bhina wiraswasta,0,5.58.1,com.gojek.app,Gojek,Positif
apk indo yg sangat membantu,5,2026-06-14T11:53:45.000000,Tatia N.k,0,,com.tokopedia.tkpd,Tokopedia,Positif
sangat membantu 👍🏻,4,2026-05-09T14:58:35.000000,Sinyo Silva,0,4.67.2,com.gojek.app,Gojek,Positif
"semakin lama semakin aneh apknya, notif transaksi lama update nya, isi dana selalu di potong",5,2026-06-25T13:42:19.000000,Saeful Bahri,0,2.129.0,id.dana,DANA,Positif
aolikasi yang sering di pake penipu makanya gak laku nih aplikasi,1,2026-04-07T03:51:20.000000,The Gangster,0,3.356.0,com.tokopedia.tkpd,Tokopedia,Negatif
🙏,1,2026-06-11T03:22:11.000000,TOR,0,,com.tokopedia.tkpd,Tokopedia,Negatif
jos,5,2026-06-13T21:58:21.000000,M. Faza Abadi Udayana,0,3.258.1,com.tokopedia.tkpd,Tokopedia,Positif
mudah untuk bertransaksi,5,2026-06-11T10:34:00.000000,Rima Nindiya,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Positif
senang,5,2026-06-16T22:21:45.000000,Reyhan Christian,0,5.52.1,com.gojek.app,Gojek,Positif
"untuk gojek, gocar nya murah, tapi untuk pengiriman makanannya mahal sekali yaa bisa mahal ongkir dari makanannya",5,2026-06-08T11:38:22.000000,Andrew Fajar Pernando,0,,com.gojek.app,Gojek,Positif
kasian ongkos drivernya kecil,5,2026-05-26T06:59:14.000000,Endang Sunarya,1,,com.gojek.app,Gojek,Positif
"Tolong jangan Pake Apk ini kalau pesan paket, saya sebagai pembeli sangat kesulitan jika ada driver kirim paket ke saya, nomor whatsapp saya di samarkan dan tidak bisa menghubungi saya, tolong di tindak apk gojek ini . paket saya sering di retur gara gara gojek, lain kali jangan pake lagi, sangat menyulitkan baik saya pembeli dan driver yang mengantarkan pesanan saya .",1,2026-05-08T02:14:48.000000,ROSIYANTO,0,,com.gojek.app,Gojek,Negatif
bagus dan memuaskan bikin perjalanan lebih mudah dan cepat ......,5,2026-06-05T12:29:02.000000,Uciha Udin,1,5.61.1,com.gojek.app,Gojek,Positif
membantu bagi para pengelana di kota2 orang makasih🙏,5,2026-05-31T12:05:51.000000,Tanwirul Absori,0,5.61.1,com.gojek.app,Gojek,Positif
cepat TDK ribet,5,2026-06-25T14:38:41.000000,Irfandi Fandi,0,2.129.0,id.dana,DANA,Positif
"KECEWA. Promo pengguna baru ga bisa dipakai, mau chek out malah tulisannya promo tidak berlaku padahal baru aja buat aku baru. gimana sih",1,2026-06-05T01:24:37.000000,sherenaa,0,,com.tokopedia.tkpd,Tokopedia,Negatif
Sangat membantu dan mudah dipergunakan semoga ke depan tetap baik dan tidak ada potongan untuk transfer,5,2026-06-25T11:12:39.000000,Afriza Putra Sagala,1,2.129.0,id.dana,DANA,Positif
jangan iklan terus tolol,1,2026-05-05T02:45:23.000000,Rizki ka Anggita putri,0,,com.tokopedia.tkpd,Tokopedia,Negatif
"bagus ini aplikasi,tapi sayang cs nya pake bot slow respon saldo hilang 50k buat top up,3 hari kerja gak ada kabar Ampe 3 mingguan",1,2026-06-22T02:23:45.000000,Yuda Nugraha,0,2.125.2,id.dana,DANA,Negatif
Gratis ongkirnya tidak ada,1,2026-06-04T11:01:13.000000,Kristiana Hansen,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Negatif
untuk saat ini masih bagus,5,2026-06-27T21:38:38.000000,ABDULRAHMAN YAHYA,0,2.109.1,id.dana,DANA,Positif
akunmu sedang diproteksi,1,2026-06-27T20:27:34.000000,igriss bloodred,0,2.131.1,id.dana,DANA,Negatif
aplikasi lumayan cuma kok bisa paket dari awal padahal udah deket,4,2026-05-09T14:26:32.000000,Wik Annada,0,3.363.0,com.tokopedia.tkpd,Tokopedia,Positif
"selama ini lancar"" aja..DTG ny jg tepat waktu..",5,2026-05-18T02:24:42.000000,Erna Rukiah12,0,,com.gojek.app,Gojek,Positif
aplikasikan yg sangat membantu untuk menabung dll😁💐💐,5,2026-06-27T13:12:51.000000,Andra Muhammad,0,2.71.1,id.dana,DANA,Positif
knpa ddii sayyyya trus berhnti,4,2026-06-25T04:43:14.000000,Andhu Ajah,0,2.131.1,id.dana,DANA,Positif
"beli pulsa harusnya dapat masa aktif 150 hari, 0 hari gk beres toped untuk pembelian pulsa",1,2026-04-12T20:47:08.000000,Luky Lukai,0,,com.tokopedia.tkpd,Tokopedia,Negatif
bagus pelayananya,5,2026-06-25T04:46:34.000000,Agus Sholihin “UAS”,0,5.64.2,com.gojek.app,Gojek,Positif
alhamdulilah.ok,5,2026-06-08T01:58:26.000000,Daramas,0,5.52.1,com.gojek.app,Gojek,Positif
"sangat membantu, tranfaran dan mudah penggunaanya",5,2026-05-23T04:42:30.000000,Pa iing,0,3.365.0,com.tokopedia.tkpd,Tokopedia,Positif
"Hp Maria terkena peretasan dari banyak tetangga rumah yang extra jahat dan mantan narapidana. Maria yang berada di Kebayoran Baru Jakarta Selatan tidak ada orderan atau transaksi dalam akun gojek tetapi terdeteksi berdasar riwayat perangkat ada di banyak lokasi yaitu Jakarta Barat, Jakarta Timur, Jakarta Pusat dll. Maria juga tidak pernah aktifkan fasilitas gopay, paylater, pinjaman, tabungan dll. Jika ada tagihan gopay, pinjaman dll berarti adalah tanggung jawab peretas extra jahat.",4,2026-06-05T01:23:22.000000,MARIA ROSALIA [ ASLI ],0,5.61.1,com.gojek.app,Gojek,Positif
hp saya hilang tapi saya masuk pakai otp sedangkan nomer hp sudah gk ada gimana caranya masuk akun dana yg lama,2,2026-06-27T15:43:48.000000,Rijal S,6,2.131.1,id.dana,DANA,Negatif
prcuma kasi promoo tapi gak bisa di gunakann,1,2026-06-15T18:04:06.000000,Noviana 03,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Negatif
"malas pakek aplikasi ini, tidak ada cicilan 0%, gopay later terus bertambah tapi tidak pernah dipakai, karna mahal",1,2026-06-06T04:26:30.000000,Jerryan Tarigan,0,3.305.0,com.tokopedia.tkpd,Tokopedia,Negatif
pusat belanja online paling murah tergantung tempat yg deket gratis ongkirnya yg jauh bayar ongkir,5,2026-06-02T18:23:46.000000,Septian Ardiyanti,0,,com.tokopedia.tkpd,Tokopedia,Positif
"Kapan hari murah2, sekarang jadi mahal2 barangnya. Ga ada gratis ongkir lagi. Pindah lagi ah",1,2026-06-02T07:23:32.000000,Rinda Desgita,1,3.366.0,com.tokopedia.tkpd,Tokopedia,Negatif
mantap pokonya DANA,5,2026-06-25T07:30:43.000000,Ajis Wekwek,0,2.131.1,id.dana,DANA,Positif
🤸🤸,5,2026-06-24T11:28:36.000000,Fajar Prima,0,5.64.2,com.gojek.app,Gojek,Positif
terimaksh banyak,5,2026-06-25T11:25:04.000000,Mandala Navis,0,5.64.2,com.gojek.app,Gojek,Positif
dana cicil sedang tidak tersedia,5,2026-06-28T03:01:21.000000,Al faridz Turtusi,0,2.131.1,id.dana,DANA,Positif
langganan plusnya terlalu mahal benefit nya juga ga sesuai sama harga yg ditawarkan,1,2026-05-20T05:18:17.000000,Putu Ayu,1,3.364.0,com.tokopedia.tkpd,Tokopedia,Negatif
"semuanya bagus,tapi tolong adakan notifikasi tanda barang yang sedang di pesan : di proses,dikirim,diterima. nanti dikasih bintang 5. terimakasih",4,2026-05-15T05:35:23.000000,Heri Riandy,1,3.364.0,com.tokopedia.tkpd,Tokopedia,Positif
kalau ga niat ngasih diskon gausah kasih anj percuma,1,2026-06-11T09:29:04.000000,X-VIN TIJALIKEH•CREW,0,,com.tokopedia.tkpd,Tokopedia,Negatif
"Tolong lah, tiap pesen gojek atau gocar selalu dapet driver susah di kontak dan tiba² di cancel, kalo engga dapetnya driver yang jaaauuuhhh bangeeettt, percuma langganan gojek plus kalo kaya gini asuuuu 😭😭😭😭 masa di akun temen sebelah cepet di akun saya lama, kan kurangajarrrrr!!!!",1,2026-06-07T00:10:56.000000,Mukhlis Mifta,1,5.61.1,com.gojek.app,Gojek,Negatif
"Sengaja ngasih bintang 5, biar ulasanku bisa direspon. nih semalam aku mau batalin langganan gojek plus, tapi nggak bisa, fitur isi alasannya nggak muncul. aku pindahin lah saldoku ke simpanan jago, dan aku cek pagi ini saldonya terpotong 😭😭😭😭😭. kyk dipaksa buat langganan. nggak terima, walaupun nominalnya nggak seberapa tetap aja merasa dirugikan 😠",5,2026-06-01T01:38:59.000000,Nur Fitra,2,5.58.1,com.gojek.app,Gojek,Positif
kenapa limit dana cicil saya tidak bisa digunakan saat melakukan pembayaran,5,2026-06-26T03:19:07.000000,zahwarahmadaniputri,0,,id.dana,DANA,Positif
"keren banget sih apps nya, cuma please tingkatin lagi kecepatan CS sama delivery nya yaa 🥰",5,2026-06-25T06:52:41.000000,Ika Chandra,0,3.134,com.tokopedia.tkpd,Tokopedia,Positif
aplikasi yang bagus dan world it buat kalian,5,2026-06-23T02:11:27.000000,Slamet Kuncung,0,,id.dana,DANA,Positif
kanapa saya gak bisa ajukin dana kredit,4,2026-06-26T12:12:19.000000,Paull Wehk,0,2.131.1,id.dana,DANA,Positif
mengapa fitur dana cicil saya gk ada,5,2026-06-24T18:15:43.000000,Jhoni Firmansyah,1,2.129.0,id.dana,DANA,Positif
sangat mengecewakan sdh lebih 5 tahun menggunakan tetapi semakin kesini semakin menyebalkan,1,2026-06-11T10:14:39.000000,Afadfamily,0,,com.gojek.app,Gojek,Negatif
selalu ingat tokopedia,5,2026-06-12T06:01:05.000000,Irpan Rudiansyah,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
trimakasi sll dapet driver yg baik barang sampai tujuan dg aman,5,2026-06-03T11:14:42.000000,Komang Ratna,0,5.61.1,com.gojek.app,Gojek,Positif
aplikasi bohong. tiap event g prnh dapet apa2 mau pake internet ratusan Mbps,1,2026-06-06T13:01:01.000000,Hantu Aput,0,3.363.0,com.tokopedia.tkpd,Tokopedia,Negatif
